Pathway;Pathway_total;Hits_total;Hits_sig;Expected;P_Fisher;P_EASE;P_Gamma;Emp_Hits;Empirical;AdjP_Fisher;AdjP_EASE;AdjP_Gamma;Pathway_Number;cpd_hits;Condition;Sex;EnrichFactor
Glycolysis and Gluconeogenesis;56;14;12;1,36120;7,3518e-05;0,00068994;0,0039349;0;0,00;0,004999224;0,04691592;0,2675732;P1;"EC0002;EC0003;EC0004;EC0008;EC00036;EC00037;EC00039";Acid;Female;8,815750808110492
Aminosugars metabolism;69;23;12;1,92840;1,5212e-04;0,00098105;0,0039359;0;0,00;0,010192040;0,06573035;0,2675732;P2;"EC0004;EC00016;EC00036;EC00037;EC00043;EC00084;EC00096;EC000206";Acid;Female;6,222775357809583
Sialic acid metabolism;89;26;19;1,24780;4,3952e-04;0,00356010;0,0039397;0;0,00;0,029008320;0,23496660;0,2675732;P3;"EC00016;EC0008;EC00043;EC00084;EC00036;EC00037";Acid;Female;15,226799166533098
Vitamin H (biotin) metabolism;7;2;2;0,34030;1,3585e-03;0,03321100;0,0039518;0;0,00;0,088302500;1,00000000;0,2675732;P4;"EC0002;EC0003;EC000246";Acid;Female;5,877167205406994
Alkaloid biosynthesis II;16;4;2;0,45373;5,0043e-03;0,06180200;0,0040003;1;0,01;0,320275200;1,00000000;0,2675732;P5;"EC0002;EC0003;EC000295";Acid;Female;4,407907786569105
Purine metabolism;80;18;6;2,49550;6,6153e-03;0,02387900;0,0040220;0;0,00;0,416763900;1,00000000;0,2675732;P6;"EC0002;EC0003;EC0004;EC00048;EC00049;EC00098;EC000180";Acid;Female;2,404327790022040
Pentose phosphate pathway;31;10;5;0,90746;7,1192e-03;0,04711900;0,0040288;2;0,02;0,441390400;1,00000000;0,2675732;P7;"EC0002;EC0003;EC00036;EC00037";Acid;Female;5,509884733211381
Methionine and cysteine metabolism;73;15;5;2,04180;9,5754e-03;0,03665700;0,0040620;1;0,01;0,584099400;1,00000000;0,2675732;P8;"EC0002;EC0003;EC0004;EC00078;EC000169;EC000257";Acid;Female;2,448819668919581
Vitamin E metabolism;26;1;1;0,22687;1,2566e-02;0,20899000;0,0041030;0;0,00;0,753960000;1,00000000;0,2675732;P9;"EC0002;EC0003";Acid;Female;4,407810640454886
Carbon fixation;10;4;2;0,68060;2,1240e-02;0,13398000;0,0042241;1;0,01;1,000000000;1,00000000;0,2675732;P10;"EC0004;EC00036;EC00037";Acid;Female;2,938583602703497
Glycosphingolipid biosynthesis - globoseries;17;7;4;0,68060;2,1240e-02;0,13398000;0,0042241;4;0,04;1,000000000;1,00000000;0,2675732;P11;"EC00016;EC00043;EC0008";Acid;Female;5,877167205406994
Vitamin B1 (thiamin) metabolism;22;4;2;0,68060;2,1240e-02;0,13398000;0,0042241;2;0,02;1,000000000;1,00000000;0,2675732;P12;"EC0002;EC0003;EC0004";Acid;Female;2,938583602703497
Tryptophan metabolism;78;10;3;1,24780;2,6001e-02;0,10983000;0,0042922;1;0,01;1,000000000;1,00000000;0,2675732;P13;"EC0002;EC0003;EC0008;EC000183";Acid;Female;2,404231447347331
Pyrimidine metabolism;69;13;4;1,92840;3,2098e-02;0,10459000;0,0043811;3;0,03;1,000000000;1,00000000;0,2675732;P14;"EC0002;EC0003;EC0004;EC00016;EC000120";Acid;Female;2,074258452603194
Glycosphingolipid biosynthesis - ganglioseries;38;10;7;0,79403;3,4262e-02;0,17483000;0,0044131;5;0,05;1,000000000;1,00000000;0,2675732;P15;"EC00016;EC0008;EC00043";Acid;Female;8,815787816581237
Propanoate metabolism;25;4;2;0,79403;3,4262e-02;0,17483000;0,0044131;12;0,12;1,000000000;1,00000000;0,2675732;P16;"EC0002;EC0003;EC0004";Acid;Female;2,518796519023211
Keratan sulfate biosynthesis;6;2;2;0,34030;3,4981e-02;0,29688000;0,0044238;0;0,00;1,000000000;1,00000000;0,2675732;P17;"EC00016;EC00043";Acid;Female;5,877167205406994
Mono-unsaturated fatty acid beta-oxidation;23;2;1;0,34030;3,4981e-02;0,29688000;0,0044238;0;0,00;1,000000000;1,00000000;0,2675732;P18;"EC0002;EC0003";Acid;Female;2,938583602703497
Hexose phosphorylation;22;13;8;0,90746;5,0548e-02;0,21740000;0,0046621;9;0,09;1,000000000;1,00000000;0,2675732;P19;"EC0008;EC00036;EC00037";Acid;Female;8,815815573138210
Starch and Sucrose Metabolism;26;9;4;0,90746;5,0548e-02;0,21740000;0,0046621;9;0,09;1,000000000;1,00000000;0,2675732;P20;"EC0008;EC00036;EC00037";Acid;Female;4,407907786569105
Glycosphingolipid metabolism;56;19;9;1,58810;6,1199e-02;0,19229000;0,0048330;6;0,06;1,000000000;1,00000000;0,2675732;P21;"EC0008;EC00016;EC00043;EC00084";Acid;Female;5,667149423839808
Blood Group Biosynthesis;11;4;2;0,45373;6,4957e-02;0,37524000;0,0048948;1;0,01;1,000000000;1,00000000;0,2675732;P22;"EC00016;EC00043";Acid;Female;4,407907786569105
Glycosphingolipid biosynthesis - lactoseries;5;3;2;0,45373;6,4957e-02;0,37524000;0,0048948;1;0,01;1,000000000;1,00000000;0,2675732;P23;"EC00016;EC00043";Acid;Female;4,407907786569105
O-Glycan biosynthesis;10;5;3;0,45373;6,4957e-02;0,37524000;0,0048948;1;0,01;1,000000000;1,00000000;0,2675732;P24;"EC00016;EC00043";Acid;Female;6,611861679853657
Ubiquinone Biosynthesis;20;3;1;0,45373;6,4957e-02;0,37524000;0,0048948;7;0,07;1,000000000;1,00000000;0,2675732;P25;"EC0002;EC0003";Acid;Female;2,203953893284552
Omega-3 fatty acid metabolism;38;4;2;1,02090;6,9938e-02;0,26085000;0,0049781;13;0,13;1,000000000;1,00000000;0,2675732;P26;"EC0002;EC0003;EC000280";Acid;Female;1,959055735135665
Vitamin B5 - CoA biosynthesis from pantothenate;18;5;2;1,02090;6,9938e-02;0,26085000;0,0049781;2;0,02;1,000000000;1,00000000;0,2675732;P27;"EC0002;EC0003;EC000214";Acid;Female;1,959055735135665
Fructose and mannose metabolism;37;17;12;1,13430;9,2192e-02;0,30448000;0,0053688;16;0,16;1,000000000;1,00000000;0,2675732;P28;"EC0008;EC00036;EC00037";Acid;Female;10,579211848717270
N-Glycan biosynthesis;29;7;3;1,13430;9,2192e-02;0,30448000;0,0053688;3;0,03;1,000000000;1,00000000;0,2675732;P29;"EC0008;EC00016;EC00043";Acid;Female;2,644802962179317
Di-unsaturated fatty acid beta-oxidation;36;2;1;0,56716;1,0058e-01;0,44508000;0,0055244;11;0,11;1,000000000;1,00000000;0,2675732;P30;"EC0002;EC0003";Acid;Female;1,763170886522322
Glycosphingolipid biosynthesis - neolactoseries;11;4;2;0,56716;1,0058e-01;0,44508000;0,0055244;1;0,01;1,000000000;1,00000000;0,2675732;P31;"EC00016;EC00043";Acid;Female;3,526341773044643
N-Glycan Degradation;7;5;3;0,56716;1,0058e-01;0,44508000;0,0055244;28;0,28;1,000000000;1,00000000;0,2675732;P32;"EC0008;EC00084";Acid;Female;5,289512659566965
Galactose metabolism;44;19;12;1,24780;1,1701e-01;0,34774000;0,0058432;18;0,18;1,000000000;1,00000000;0,2675732;P33;"EC0008;EC00036;EC00037";Acid;Female;9,616925789389326
Butanoate metabolism;31;6;1;0,68060;1,4025e-01;0,50730000;0,0063277;22;0,22;1,000000000;1,00000000;0,2675732;P34;"EC0002;EC0003";Acid;Female;1,469291801351748
Glyoxylate and Dicarboxylate Metabolism;21;4;2;0,68060;1,4025e-01;0,50730000;0,0063277;23;0,23;1,000000000;1,00000000;0,2675732;P35;"EC00058;EC0008";Acid;Female;2,938583602703497
Keratan sulfate degradation;14;5;2;0,68060;1,4025e-01;0,50730000;0,0063277;29;0,29;1,000000000;1,00000000;0,2675732;P36;"EC0008;EC00084";Acid;Female;2,938583602703497
Omega-6 fatty acid metabolism;41;2;1;0,68060;1,4025e-01;0,50730000;0,0063277;6;0,06;1,000000000;1,00000000;0,2675732;P37;"EC0002;EC0003";Acid;Female;1,469291801351748
Bile acid biosynthesis;64;8;3;1,36120;1,4407e-01;0,39018000;0,0064115;8;0,08;1,000000000;1,00000000;0,2675732;P38;"EC000138;EC000241;EC000317";Acid;Female;2,203937702027623
Glycine- serine- alanine and threonine metabolism;74;20;4;3,06270;1,7726e-01;0,34684000;0,0071899;24;0,24;1,000000000;1,00000000;0,2675732;P39;"EC0002;EC0003;EC0004;EC00058;EC000209";Acid;Female;1,306037156757110
Histidine metabolism;32;6;1;0,79403;1,8264e-01;0,56271000;0,0073254;15;0,15;1,000000000;1,00000000;0,2675732;P40;"EC0002;EC0003";Acid;Female;1,259398259511605
Lysine metabolism;43;6;1;0,79403;1,8264e-01;0,56271000;0,0073254;16;0,16;1,000000000;1,00000000;0,2675732;P41;"EC0002;EC0003";Acid;Female;1,259398259511605
Selenoamino acid metabolism;34;6;1;0,79403;1,8264e-01;0,56271000;0,0073254;13;0,13;1,000000000;1,00000000;0,2675732;P42;"EC0002;EC0003";Acid;Female;1,259398259511605
Heparan sulfate degradation;9;4;2;0,22687;2,1430e-01;1,00000000;0,0081795;23;0,23;1,000000000;1,00000000;0,2675732;P43;EC0008;Acid;Female;8,815621280909772
Glycerophospholipid metabolism;146;30;9;4,99100;2,1472e-01;0,35412000;0,0081916;19;0,19;1,000000000;1,00000000;0,2675732;P44;"EC00016;EC00039;EC0008;EC0004;EC00036;EC00037;EC000280";Acid;Female;1,803245842516530
CoA Catabolism;11;4;1;0,90746;2,2667e-01;0,61204000;0,0085418;7;0,07;1,000000000;1,00000000;0,2675732;P45;"EC0002;EC0003";Acid;Female;1,101976946642276
TCA cycle;37;8;2;0,90746;2,2667e-01;0,61204000;0,0085418;15;0,15;1,000000000;1,00000000;0,2675732;P46;"EC00053;EC000108";Acid;Female;2,203953893284552
Phosphatidylinositol phosphate metabolism;48;16;5;2,60900;2,5611e-01;0,47863000;0,0094749;15;0,15;1,000000000;1,00000000;0,2675732;P47;"EC00016;EC0008;EC00036;EC00037";Acid;Female;1,916443081640475
Pentose and Glucuronate Interconversions;20;8;3;1,02090;2,7146e-01;0,65593000;0,0100040;20;0,20;1,000000000;1,00000000;0,2675732;P48;"EC0008;EC000148";Acid;Female;2,938583602703497
Chondroitin sulfate degradation;8;5;2;0,34030;3,0396e-01;1,00000000;0,0112340;45;0,45;1,000000000;1,00000000;0,2675732;P49;EC0008;Acid;Female;5,877167205406994
Alanine and Aspartate Metabolism;20;8;1;1,13430;3,1627e-01;0,69498000;0,0117420;26;0,26;1,000000000;1,00000000;0,2675732;P50;"EC0002;EC0003";Acid;Female;0,881600987393106
Pyruvate Metabolism;24;8;2;1,13430;3,1627e-01;0,69498000;0,0117420;31;0,31;1,000000000;1,00000000;0,2675732;P51;"EC0004;EC00053";Acid;Female;1,763201974786212
D4&E4-neuroprostanes formation;7;2;1;0,45373;3,8363e-01;1,00000000;0,0150020;15;0,15;1,000000000;1,00000000;0,2675732;P52;EC000108;Acid;Female;2,203953893284552
Vitamin A (retinol) metabolism;55;12;1;1,36120;4,0385e-01;0,76058000;0,0161660;17;0,17;1,000000000;1,00000000;0,2675732;P53;"EC0002;EC0003";Acid;Female;0,734645900675874
Aspartate and asparagine metabolism;84;19;2;2,38210;4,3394e-01;0,70045000;0,0180860;40;0,40;1,000000000;1,00000000;0,2712900;P54;"EC0002;EC0003;EC000217";Acid;Female;0,839595315058142
De novo fatty acid biosynthesis;73;14;4;3,40300;4,5063e-01;0,67052000;0,0192600;59;0,59;1,000000000;1,00000000;0,2712900;P55;"EC0002;EC0003;EC000204;EC000280";Acid;Female;1,175433441081399
Carnitine shuttle;62;3;1;0,56716;4,5439e-01;1,00000000;0,0195360;40;0,40;1,000000000;1,00000000;0,2712900;P56;EC000204;Acid;Female;1,763170886522322
Beta-Alanine metabolism;14;5;1;0,79403;5,7298e-01;1,00000000;0,0310170;54;0,54;1,000000000;1,00000000;0,3722040;P57;EC0004;Acid;Female;1,259398259511605
Valine- leucine and isoleucine degradation;66;15;1;1,92840;5,9627e-01;0,87021000;0,0340910;67;0,67;1,000000000;1,00000000;0,3750010;P58;"EC0002;EC0003";Acid;Female;0,518564613150799
Prostaglandin formation from arachidonate;48;20;3;4,08360;6,0648e-01;0,79139000;0,0355510;46;0,46;1,000000000;1,00000000;0,3750010;P59;"EC0002;EC0003;EC000108;EC000270";Acid;Female;0,734645900675874
Glutamate metabolism;24;7;1;0,90746;6,2245e-01;1,00000000;0,0379810;59;0,59;1,000000000;1,00000000;0,3750010;P60;EC0004;Acid;Female;1,101976946642276
Glycosylphosphatidylinositol(GPI)-anchor biosynthesis;4;3;1;0,90746;6,2245e-01;1,00000000;0,0379810;23;0,23;1,000000000;1,00000000;0,3750010;P61;EC00016;Acid;Female;1,101976946642276
Fatty acid activation;78;23;4;4,31040;6,5264e-01;0,82287000;0,0431360;78;0,78;1,000000000;1,00000000;0,3750010;P62;"EC0002;EC0003;EC000204;EC000280";Acid;Female;0,927988121752042
Tyrosine metabolism;107;27;3;4,31040;6,5264e-01;0,82287000;0,0431360;62;0,62;1,000000000;1,00000000;0,3750010;P63;"EC0002;EC0003;EC0004;EC000108";Acid;Female;0,695991091314031
Porphyrin metabolism;41;7;1;1,24780;7,3969e-01;1,00000000;0,0635470;49;0,49;1,000000000;1,00000000;0,3750010;P64;EC000108;Acid;Female;0,801410482449110
Ascorbate (Vitamin C) and Aldarate Metabolism;25;11;1;1,36120;7,7022e-01;1,00000000;0,0734930;76;0,76;1,000000000;1,00000000;0,3750010;P65;EC000108;Acid;Female;0,734645900675874
Leukotriene metabolism;89;11;1;3,06270;8,3913e-01;0,96304000;0,1049400;83;0,83;1,000000000;1,00000000;0,3750010;P66;"EC0002;EC0003";Acid;Female;0,326509289189277
Arachidonic acid metabolism;73;38;12;3,62990;9,0350e-01;0,98060000;0,1554300;95;0,95;1,000000000;1,00000000;0,3750010;P67;"EC000231;EC000280";Acid;Female;3,305876194936499
Linoleate metabolism;30;15;3;2,72240;9,5024e-01;1,00000000;0,2247800;98;0,98;1,000000000;1,00000000;0,3750010;P68;EC000308;Acid;Female;1,101968851013811
De novo fatty acid biosynthesis;73;14;9;5,55220;3,2624e-03;0,00954950;0,0043179;1;0,01;0,267516800;0,78305900;0,3540678;P1;"EC0002;EC00074;EC00079;EC000174;EC000175;EC000204;EC000205;EC000277;EC000280;EC000284;EC000285;EC000287";Temp;Female;1,620979071359101
Sialic acid metabolism;89;26;16;2,03580;6,8919e-03;0,03246600;0,0043701;1;0,01;0,558243900;1,00000000;0,3540678;P2;"EC0001;EC0008;EC00043;EC00084;EC00036;EC000164";Temp;Female;7,859318204145790
Glyoxylate and Dicarboxylate Metabolism;21;4;4;1,11040;1,2011e-02;0,07633100;0,0044449;4;0,04;0,960880000;1,00000000;0,3555920;P3;"EC0001;EC00058;EC00082;EC0008";Temp;Female;3,602305475504322
Glycerophospholipid metabolism;146;30;14;8,14330;1,6329e-02;0,03453700;0,0045090;1;0,01;1,000000000;1,00000000;0,3562110;P4;"EC0001;EC00039;EC0008;EC00074;EC00082;EC000101;EC00036;EC000164;EC000166;EC000167;EC000174;EC000175;EC000277;EC000280";Temp;Female;1,719204745005096
Aminosugars metabolism;69;23;12;3,14630;2,2253e-02;0,06765500;0,0045986;4;0,04;1,000000000;1,00000000;0,3586908;P5;"EC0001;EC00036;EC00043;EC00084;EC00090;EC00096;EC000206";Temp;Female;3,814003750437021
Fatty acid activation;78;23;10;7,03280;2,8479e-02;0,05992300;0,0046948;3;0,03;1,000000000;1,00000000;0,3614996;P6;"EC0002;EC00074;EC00079;EC000174;EC000175;EC000204;EC000205;EC000277;EC000280;EC000284;EC000285;EC000287";Temp;Female;1,421908770333295
Hexose phosphorylation;22;13;10;1,48060;4,1593e-02;0,16281000;0,0049044;5;0,05;1,000000000;1,00000000;0,3727344;P7;"EC0008;EC00036;EC00090;EC000145";Temp;Female;6,754018641091450
Di-unsaturated fatty acid beta-oxidation;36;2;2;0,92537;4,5806e-02;0,22569000;0,0049738;5;0,05;1,000000000;1,00000000;0,3730350;P8;"EC0002;EC000174;EC000175";Temp;Female;2,161297643104920
N-Glycan Degradation;7;5;4;0,92537;4,5806e-02;0,22569000;0,0049738;8;0,08;1,000000000;1,00000000;0,3730350;P9;"EC0008;EC00084;EC000162";Temp;Female;4,322595286209840
Arachidonic acid metabolism;73;38;28;5,92240;4,9024e-02;0,10239000;0,0050275;6;0,06;1,000000000;1,00000000;0,3730350;P10;"EC00015;EC00074;EC000133;EC000154;EC000190;EC000191;EC000230;EC000231;EC000277;EC000280";Temp;Female;4,727813048764014
Glycolysis and Gluconeogenesis;56;14;12;2,22090;5,1083e-02;0,15646000;0,0050622;8;0,08;1,000000000;1,00000000;0,3730350;P11;"EC0001;EC0002;EC0008;EC00036;EC00039";Temp;Female;5,403214912873159
Vitamin B5 - CoA biosynthesis from pantothenate;18;5;4;1,66570;6,4575e-02;0,21359000;0,0052958;3;0,03;1,000000000;1,00000000;0,3760018;P12;"EC0001;EC0002;EC000150;EC000214";Temp;Female;2,401392807828540
Keratan sulfate degradation;14;5;3;1,11040;7,9602e-02;0,30036000;0,0055695;13;0,13;1,000000000;1,00000000;0,3898650;P13;"EC0008;EC00084;EC000162";Temp;Female;2,701729106628242
Fructose and mannose metabolism;37;17;14;1,85070;9,2916e-02;0,26727000;0,0058245;16;0,16;1,000000000;1,00000000;0,4018905;P14;"EC0001;EC0008;EC00036;EC000162";Temp;Female;7,564705246663425
Glycosphingolipid metabolism;56;19;9;2,59100;9,5354e-02;0,23869000;0,0058725;6;0,06;1,000000000;1,00000000;0,4018905;P15;"EC0001;EC0008;EC00043;EC00079;EC00084";Temp;Female;3,473562331146275
Glycine- serine- alanine and threonine metabolism;74;20;8;4,99700;1,0165e-01;0,20061000;0,0059985;20;0,20;1,000000000;1,00000000;0,4018995;P16;"EC0001;EC0002;EC00015;EC00018;EC00058;EC00068;EC00091;EC000209";Temp;Female;1,600960576345807
Phosphatidylinositol phosphate metabolism;48;16;8;4,25670;1,0943e-01;0,22409000;0,0061581;5;0,05;1,000000000;1,00000000;0,4064346;P17;"EC0001;EC0008;EC00079;EC00074;EC00036;EC000164;EC000166";Temp;Female;1,879390137900251
Selenoamino acid metabolism;34;6;3;1,29550;1,2120e-01;0,37390000;0,0064083;10;0,10;1,000000000;1,00000000;0,4165395;P18;"EC0001;EC0002;EC000202";Temp;Female;2,315708220764184
Galactose metabolism;44;19;14;2,03580;1,2618e-01;0,32239000;0,0065172;20;0,20;1,000000000;1,00000000;0,4171008;P19;"EC0001;EC0008;EC00036;EC000145";Temp;Female;6,876903428627567
Tryptophan metabolism;78;10;4;2,03580;1,2618e-01;0,32239000;0,0065172;11;0,11;1,000000000;1,00000000;0,4171008;P20;"EC0002;EC00015;EC0008;EC000183";Temp;Female;1,964829551036448
Vitamin B3 (nicotinate and nicotinamide) metabolism;27;3;2;0,74030;1,5733e-01;0,55426000;0,0072458;5;0,05;1,000000000;1,00000000;0,4492396;P21;"EC0001;EC00018";Temp;Female;2,701607456436580
Bile acid biosynthesis;64;8;4;2,22090;1,6372e-01;0,37770000;0,0074058;5;0,05;1,000000000;1,00000000;0,4517538;P22;"EC000137;EC000138;EC000196;EC000241";Temp;Female;1,801071637624387
CoA Catabolism;11;4;3;1,48060;1,6897e-01;0,44427000;0,0075399;8;0,08;1,000000000;1,00000000;0,4523940;P23;"EC0001;EC0002;EC000150";Temp;Female;2,026205592327435
Glutamate metabolism;24;7;3;1,48060;1,6897e-01;0,44427000;0,0075399;28;0,28;1,000000000;1,00000000;0,4523940;P24;"EC0001;EC00015;EC00091";Temp;Female;2,026205592327435
Starch and Sucrose Metabolism;26;9;5;1,48060;1,6897e-01;0,44427000;0,0075399;30;0,30;1,000000000;1,00000000;0,4523940;P25;"EC0001;EC0008;EC00036";Temp;Female;3,377009320545725
Aspartate and asparagine metabolism;84;19;7;3,88660;1,7209e-01;0,32992000;0,0076209;12;0,12;1,000000000;1,00000000;0,4523940;P26;"EC0001;EC0002;EC00015;EC00018;EC00091;EC000216";Temp;Female;1,801060052488036
Electron transport chain;9;1;1;0,18507;1,8507e-01;1,00000000;0,0079679;5;0,05;1,000000000;1,00000000;0,4523940;P27;EC0001;Temp;Female;5,403360890473874
Omega-3 fatty acid metabolism;38;4;2;1,66570;2,2117e-01;0,51018000;0,0090247;26;0,26;1,000000000;1,00000000;0,4963585;P28;"EC0002;EC000277;EC000280";Temp;Female;1,200696403914270
Pentose and Glucuronate Interconversions;20;8;4;1,66570;2,2117e-01;0,51018000;0,0090247;23;0,23;1,000000000;1,00000000;0,4963585;P29;"EC0001;EC0008;EC000147";Temp;Female;2,401392807828540
Carnitine shuttle;62;3;1;0,92537;2,3168e-01;0,63641000;0,0093601;32;0,32;1,000000000;1,00000000;0,4963585;P30;"EC000204;EC000205";Temp;Female;1,080648821552460
Linoleate metabolism;30;15;6;4,44180;2,7109e-01;0,45146000;0,0107420;35;0,35;1,000000000;1,00000000;0,5585840;P31;"EC00015;EC000174;EC000175;EC000177;EC000305;EC000308";Temp;Female;1,350803728218290
Butanoate metabolism;31;6;2;1,11040;3,0772e-01;0,70362000;0,0122250;33;0,33;1,000000000;1,00000000;0,6234750;P32;"EC0002;EC00091";Temp;Female;1,801152737752161
Glutathione Metabolism;16;6;2;1,11040;3,0772e-01;0,70362000;0,0122250;25;0,25;1,000000000;1,00000000;0,6234750;P33;"EC0001;EC00015";Temp;Female;1,801152737752161
Glycosphingolipid biosynthesis - globoseries;17;7;2;1,11040;3,0772e-01;0,70362000;0,0122250;34;0,34;1,000000000;1,00000000;0,6234750;P34;"EC00043;EC0008";Temp;Female;1,801152737752161
Omega-6 fatty acid metabolism;41;2;2;1,11040;3,0772e-01;0,70362000;0,0122250;15;0,15;1,000000000;1,00000000;0,6234750;P35;"EC0002;EC00074";Temp;Female;1,801152737752161
Vitamin B1 (thiamin) metabolism;22;4;2;1,11040;3,0772e-01;0,70362000;0,0122250;36;0,36;1,000000000;1,00000000;0,6234750;P36;"EC0001;EC0002";Temp;Female;1,801152737752161
C5-Branched dibasic acid metabolism;12;3;1;0,37015;3,3635e-01;1,00000000;0,0135390;19;0,19;1,000000000;1,00000000;0,6234750;P37;EC0001;Temp;Female;2,701607456436580
Heparan sulfate degradation;9;4;2;0,37015;3,3635e-01;1,00000000;0,0135390;53;0,53;1,000000000;1,00000000;0,6234750;P38;EC0008;Temp;Female;5,403214912873159
Prostaglandin formation from dihomo gama-linoleic acid;6;1;1;0,37015;3,3635e-01;1,00000000;0,0135390;16;0,16;1,000000000;1,00000000;0,6234750;P39;EC000133;Temp;Female;2,701607456436580
Saturated fatty acids beta-oxidation;27;2;1;0,37015;3,3635e-01;1,00000000;0,0135390;25;0,25;1,000000000;1,00000000;0,6234750;P40;EC00079;Temp;Female;2,701607456436580
Vitamin B2 (riboflavin) metabolism;9;2;1;0,37015;3,3635e-01;1,00000000;0,0135390;11;0,11;1,000000000;1,00000000;0,6234750;P41;EC0001;Temp;Female;2,701607456436580
Vitamin E metabolism;26;1;1;0,37015;3,3635e-01;1,00000000;0,0135390;27;0,27;1,000000000;1,00000000;0,6234750;P42;EC0002;Temp;Female;2,701607456436580
Leukotriene metabolism;89;11;6;4,99700;3,8121e-01;0,56744000;0,0159190;48;0,48;1,000000000;1,00000000;0,6367600;P43;"EC0002;EC00015;EC00074;EC000154;EC000190;EC000191";Temp;Female;1,200720432259356
Glycosphingolipid biosynthesis - ganglioseries;38;10;5;1,29550;3,8233e-01;0,75857000;0,0159840;40;0,40;1,000000000;1,00000000;0,6367600;P44;"EC0008;EC00043";Temp;Female;3,859513701273639
Putative anti-Inflammatory metabolites formation from EPA;19;4;2;1,29550;3,8233e-01;0,75857000;0,0159840;36;0,36;1,000000000;1,00000000;0,6367600;P45;"EC00015;EC000288";Temp;Female;1,543805480509456
Purine metabolism;80;18;6;4,07160;3,8510e-01;0,59366000;0,0161460;31;0,31;1,000000000;1,00000000;0,6367600;P46;"EC0001;EC0002;EC00048;EC00098;EC000180";Temp;Female;1,473622163277336
Pyrimidine metabolism;69;13;4;3,14630;3,8799e-01;0,62755000;0,0163170;37;0,37;1,000000000;1,00000000;0,6367600;P47;"EC0001;EC0002;EC000120;EC00091";Temp;Female;1,271334583479007
Valine- leucine and isoleucine degradation;66;15;4;3,14630;3,8799e-01;0,62755000;0,0163170;49;0,49;1,000000000;1,00000000;0,6367600;P48;"EC0001;EC0002;EC000105;EC00091";Temp;Female;1,271334583479007
Vitamin A (retinol) metabolism;55;12;3;2,22090;3,8858e-01;0,67582000;0,0163530;29;0,29;1,000000000;1,00000000;0,6367600;P49;"EC0002;EC00074;EC000208";Temp;Female;1,350803728218290
Methionine and cysteine metabolism;73;15;4;3,33130;4,3470e-01;0,66884000;0,0193770;63;0,63;1,000000000;1,00000000;0,6394410;P50;"EC0001;EC0002;EC000169;EC000202";Temp;Female;1,200732446792543
Fatty Acid Metabolism;35;9;2;2,40600;4,4372e-01;0,72012000;0,0200390;16;0,16;1,000000000;1,00000000;0,6412480;P51;"EC00079;EC000174;EC000175";Temp;Female;0,831255195344971
Pentose phosphate pathway;31;10;5;1,48060;4,5345e-01;0,80347000;0,0207810;36;0,36;1,000000000;1,00000000;0,6442110;P52;"EC0002;EC00036";Temp;Female;3,377009320545725
Chondroitin sulfate degradation;8;5;2;0,55522;4,5991e-01;1,00000000;0,0212910;66;0,66;1,000000000;1,00000000;0,6442110;P53;EC0008;Temp;Female;3,602175714131335
Keratan sulfate biosynthesis;6;2;1;0,55522;4,5991e-01;1,00000000;0,0212910;15;0,15;1,000000000;1,00000000;0,6442110;P54;EC00043;Temp;Female;1,801087857065667
Mono-unsaturated fatty acid beta-oxidation;23;2;1;0,55522;4,5991e-01;1,00000000;0,0212910;32;0,32;1,000000000;1,00000000;0,6442110;P55;EC0002;Temp;Female;1,801087857065667
Vitamin B6 (pyridoxine) metabolism;15;3;1;0,55522;4,5991e-01;1,00000000;0,0212910;14;0,14;1,000000000;1,00000000;0,6442110;P56;EC0001;Temp;Female;1,801087857065667
Vitamin H (biotin) metabolism;7;2;1;0,55522;4,5991e-01;1,00000000;0,0212910;30;0,30;1,000000000;1,00000000;0,6442110;P57;EC0002;Temp;Female;1,801087857065667
Alkaloid biosynthesis II;16;4;1;0,74030;5,6077e-01;1,00000000;0,0313900;34;0,34;1,000000000;1,00000000;0,7847500;P58;EC0002;Temp;Female;1,350803728218290
Blood Group Biosynthesis;11;4;1;0,74030;5,6077e-01;1,00000000;0,0313900;21;0,21;1,000000000;1,00000000;0,7847500;P59;EC00043;Temp;Female;1,350803728218290
Glycosphingolipid biosynthesis - lactoseries;5;3;1;0,74030;5,6077e-01;1,00000000;0,0313900;21;0,21;1,000000000;1,00000000;0,7847500;P60;EC00043;Temp;Female;1,350803728218290
O-Glycan biosynthesis;10;5;2;0,74030;5,6077e-01;1,00000000;0,0313900;21;0,21;1,000000000;1,00000000;0,7847500;P61;EC00043;Temp;Female;2,701607456436580
Ubiquinone Biosynthesis;20;3;1;0,74030;5,6077e-01;1,00000000;0,0313900;50;0,50;1,000000000;1,00000000;0,7847500;P62;EC0002;Temp;Female;1,350803728218290
Alanine and Aspartate Metabolism;20;8;2;1,85070;5,8073e-01;0,87005000;0,0339850;46;0,46;1,000000000;1,00000000;0,7847500;P63;"EC0002;EC00018";Temp;Female;1,080672178094775
N-Glycan biosynthesis;29;7;2;1,85070;5,8073e-01;0,87005000;0,0339850;41;0,41;1,000000000;1,00000000;0,7847500;P64;"EC0008;EC00043";Temp;Female;1,080672178094775
Pyruvate Metabolism;24;8;2;1,85070;5,8073e-01;0,87005000;0,0339850;50;0,50;1,000000000;1,00000000;0,7847500;P65;"EC0001;EC00015";Temp;Female;1,080672178094775
